Record Length,2500,Points,-24.83999915E-3,839.999973774E-3,,Record Length,2500,Points,-24.83999915E-3,1.5200000,
Sample Interval,19.9999995E-6,s,-24.81999993E-3,839.999973774E-3,,Sample Interval,19.9999995E-6,s,-24.81999993E-3,1.5599999,
Trigger Point,1.2420000E3,Samples,-24.79999885E-3,839.999973774E-3,,Trigger Point,1.2420000E3,Samples,-24.79999885E-3,1.5599999,
,,,-24.77999963E-3,839.999973774E-3,,,,,-24.77999963E-3,1.5599999,
,,,-24.75999855E-3,839.999973774E-3,,,,,-24.75999855E-3,1.5999999,
,,,-24.73999932E-3,799.999952316E-3,,,,,-24.73999932E-3,1.5999999,
Source,CH1,,-24.71999824E-3,799.999952316E-3,,Source,CH2,,-24.71999824E-3,1.5999999,
Vertical Units,Volts,,-24.69999902E-3,799.999952316E-3,,Vertical Units,Volts,,-24.69999902E-3,1.6400000,
Vertical Scale,1.000000,,-24.67999980E-3,799.999952316E-3,,Vertical Scale,1.000000,,-24.67999980E-3,1.6400000,
Vertical Offset,0,,-24.65999871E-3,799.999952316E-3,,Vertical Offset,0,,-24.65999871E-3,1.6400000,
Horizontal Units,s,,-24.63999949E-3,799.999952316E-3,,Horizontal Units,s,,-24.63999949E-3,1.6400000,
Horizontal Scale,4.99999987E-3,,-24.61999841E-3,799.999952316E-3,,Horizontal Scale,4.99999987E-3,,-24.61999841E-3,1.6799999,
Pt Fmt,Y,,-24.59999919E-3,799.999952316E-3,,Pt Fmt,Y,,-24.59999919E-3,1.6799999,
Yzero,0.0,,-24.57999997E-3,799.999952316E-3,,Yzero,0.0,,-24.57999997E-3,1.6799999,
Probe Atten,1.000000,,-24.55999888E-3,759.999990463E-3,,Probe Atten,1.000000,,-24.55999888E-3,1.6799999,
,,,-24.53999966E-3,759.999990463E-3,,,,,-24.53999966E-3,1.7199999,
Note,TBS 1052B-EDU - 01:37:08 p.m.   10/02/2016,,-24.51999858E-3,759.999990463E-3,,Note,TBS 1052B-EDU - 01:37:08 p.m.   10/02/2016,,-24.51999858E-3,1.7199999,
,,,-24.49999936E-3,759.999990463E-3,,,,,-24.49999936E-3,1.7199999,
,,,-24.47999828E-3,759.999990463E-3,,,,,-24.47999828E-3,1.7199999,
,,,-24.45999905E-3,759.999990463E-3,,,,,-24.45999905E-3,1.7600000,
,,,-24.43999983E-3,759.999990463E-3,,,,,-24.43999983E-3,1.7600000,
,,,-24.41999875E-3,759.999990463E-3,,,,,-24.41999875E-3,1.7600000,
,,,-24.39999953E-3,759.999990463E-3,,,,,-24.39999953E-3,1.7600000,
,,,-24.37999845E-3,719.999969006E-3,,,,,-24.37999845E-3,1.8000000,
,,,-24.35999922E-3,719.999969006E-3,,,,,-24.35999922E-3,1.8000000,
,,,-24.34000000E-3,719.999969006E-3,,,,,-24.34000000E-3,1.8000000,
,,,-24.31999892E-3,719.999969006E-3,,,,,-24.31999892E-3,1.8000000,
,,,-24.29999970E-3,719.999969006E-3,,,,,-24.29999970E-3,1.8000000,
,,,-24.27999862E-3,719.999969006E-3,,,,,-24.27999862E-3,1.8399999,
,,,-24.25999939E-3,719.999969006E-3,,,,,-24.25999939E-3,1.8399999,
,,,-24.23999831E-3,680.000007153E-3,,,,,-24.23999831E-3,1.8399999,
,,,-24.21999909E-3,680.000007153E-3,,,,,-24.21999909E-3,1.8399999,
,,,-24.19999987E-3,680.000007153E-3,,,,,-24.19999987E-3,1.8800000,
,,,-24.17999879E-3,680.000007153E-3,,,,,-24.17999879E-3,1.8800000,
,,,-24.15999956E-3,680.000007153E-3,,,,,-24.15999956E-3,1.8800000,
,,,-24.13999848E-3,680.000007153E-3,,,,,-24.13999848E-3,1.8800000,
,,,-24.11999926E-3,680.000007153E-3,,,,,-24.11999926E-3,1.8800000,
,,,-24.10000004E-3,639.999985695E-3,,,,,-24.10000004E-3,1.8800000,
,,,-24.07999896E-3,639.999985695E-3,,,,,-24.07999896E-3,1.9200000,
,,,-24.05999973E-3,639.999985695E-3,,,,,-24.05999973E-3,1.9200000,
,,,-24.03999865E-3,639.999985695E-3,,,,,-24.03999865E-3,1.9200000,
,,,-24.01999943E-3,639.999985695E-3,,,,,-24.01999943E-3,1.9200000,
