Record Length,2500,Points,-52.79999971E-3,0.0,
Sample Interval,39.99999899E-6,s,-52.76000127E-3,0.0,
Trigger Point,1.3200001E3,Samples,-52.71999910E-3,0.0,
,,,-52.68000066E-3,0.0,
,,,-52.63999850E-3,0.0,
,,,-52.60000005E-3,0.0,
Source,CH1,,-52.55999789E-3,0.0,
Vertical Units,Volts,,-52.51999944E-3,0.0,
Vertical Scale,2.0000000,,-52.48000100E-3,0.0,
Vertical Offset,0,,-52.43999884E-3,0.0,
Horizontal Units,s,,-52.40000039E-3,0.0,
Horizontal Scale,9.999999747E-3,,-52.35999823E-3,0.0,
Pt Fmt,Y,,-52.31999978E-3,0.0,
Yzero,-200.00000000E-3,,-52.28000134E-3,0.0,
Probe Atten,1.000000,,-52.23999918E-3,0.0,
,,,-52.20000073E-3,0.0,
Note,TBS 1052B-EDU - 01:16:08 p.m.   05/02/2016,,-52.15999857E-3,0.0,
,,,-52.12000012E-3,0.0,
,,,-52.07999796E-3,0.0,
,,,-52.03999951E-3,0.0,
,,,-52.00000107E-3,0.0,
,,,-51.95999891E-3,0.0,
,,,-51.92000046E-3,0.0,
,,,-51.87999830E-3,0.0,
,,,-51.83999985E-3,0.0,
,,,-51.80000141E-3,0.0,
,,,-51.75999925E-3,0.0,
,,,-51.72000080E-3,0.0,
,,,-51.67999864E-3,0.0,
,,,-51.64000019E-3,0.0,
,,,-51.59999803E-3,0.0,
,,,-51.55999959E-3,0.0,
,,,-51.52000114E-3,0.0,
,,,-51.47999898E-3,0.0,
,,,-51.44000053E-3,0.0,
,,,-51.39999837E-3,0.0,
,,,-51.35999992E-3,0.0,
,,,-51.32000148E-3,0.0,
,,,-51.27999932E-3,0.0,
,,,-51.24000087E-3,79.999998212E-3,
,,,-51.19999871E-3,0.0,
,,,-51.16000026E-3,0.0,
,,,-51.11999810E-3,0.0,
,,,-51.07999966E-3,0.0,
,,,-51.04000121E-3,0.0,
,,,-50.99999905E-3,0.0,
,,,-50.96000060E-3,0.0,
,,,-50.91999844E-3,0.0,
,,,-50.88000000E-3,0.0,
,,,-50.84000155E-3,0.0,
,,,-50.79999939E-3,0.0,
,,,-50.76000094E-3,0.0,
,,,-50.71999878E-3,0.0,
,,,-50.68000033E-3,0.0,
,,,-50.63999817E-3,0.0,
,,,-50.59999973E-3,0.0,
,,,-50.56000128E-3,0.0,
,,,-50.51999912E-3,0.0,
,,,-50.48000067E-3,0.0,
,,,-50.43999851E-3,0.0,
,,,-50.40000007E-3,0.0,
,,,-50.36000162E-3,0.0,
,,,-50.31999946E-3,79.999998212E-3,
,,,-50.28000101E-3,0.0,
,,,-50.23999885E-3,0.0,
,,,-50.20000041E-3,0.0,
,,,-50.15999824E-3,0.0,
,,,-50.11999980E-3,0.0,
,,,-50.08000135E-3,0.0,
,,,-50.03999919E-3,0.0,
,,,-50.00000075E-3,5.59999990,
,,,-49.95999858E-3,6.31999969,
,,,-49.92000014E-3,4.55999994,
,,,-49.87999797E-3,3.19999981,
,,,-49.83999953E-3,2.3199999,
,,,-49.80000108E-3,1.7600000,
,,,-49.75999892E-3,1.2800000,
,,,-49.72000048E-3,959.999978542E-3,
,,,-49.67999831E-3,799.999952316E-3,
,,,-49.63999987E-3,639.999985695E-3,
,,,-49.60000142E-3,639.999985695E-3,
,,,-49.55999926E-3,479.999989271E-3,
,,,-49.52000082E-3,479.999989271E-3,
,,,-49.47999865E-3,399.99997616E-3,
,,,-49.44000021E-3,399.99997616E-3,
,,,-49.39999804E-3,399.99997616E-3,
,,,-49.35999960E-3,399.99997616E-3,
,,,-49.32000116E-3,399.99997616E-3,
,,,-49.27999899E-3,399.99997616E-3,
,,,-49.24000055E-3,399.99997616E-3,
,,,-49.19999838E-3,319.99999285E-3,
,,,-49.15999994E-3,319.99999285E-3,
,,,-49.12000149E-3,319.99999285E-3,
,,,-49.07999933E-3,319.99999285E-3,
,,,-49.04000089E-3,319.99999285E-3,
,,,-48.99999872E-3,319.99999285E-3,
,,,-48.96000028E-3,319.99999285E-3,
,,,-48.91999811E-3,319.99999285E-3,
,,,-48.87999967E-3,319.99999285E-3,
,,,-48.84000123E-3,319.99999285E-3,
,,,-48.79999906E-3,319.99999285E-3,
,,,-48.76000062E-3,319.99999285E-3,
,,,-48.71999845E-3,399.99997616E-3,
,,,-48.68000001E-3,319.99999285E-3,
,,,-48.64000157E-3,319.99999285E-3,
,,,-48.59999940E-3,399.99997616E-3,
,,,-48.56000096E-3,319.99999285E-3,
,,,-48.51999879E-3,319.99999285E-3,
,,,-48.48000035E-3,319.99999285E-3,
,,,-48.43999818E-3,399.99997616E-3,
,,,-48.39999974E-3,319.99999285E-3,
,,,-48.36000130E-3,399.99997616E-3,
,,,-48.31999913E-3,399.99997616E-3,
,,,-48.28000069E-3,319.99999285E-3,
,,,-48.23999852E-3,399.99997616E-3,
,,,-48.20000008E-3,319.99999285E-3,
,,,-48.16000164E-3,319.99999285E-3,
,,,-48.11999947E-3,399.99997616E-3,
,,,-48.08000103E-3,399.99997616E-3,
,,,-48.03999886E-3,319.99999285E-3,
,,,-48.00000042E-3,319.99999285E-3,
,,,-47.95999825E-3,319.99999285E-3,
,,,-47.91999981E-3,319.99999285E-3,
,,,-47.88000137E-3,319.99999285E-3,
,,,-47.83999920E-3,319.99999285E-3,
,,,-47.80000076E-3,319.99999285E-3,
,,,-47.75999859E-3,319.99999285E-3,
,,,-47.72000015E-3,319.99999285E-3,
,,,-47.67999798E-3,319.99999285E-3,
,,,-47.63999954E-3,319.99999285E-3,
,,,-47.60000110E-3,319.99999285E-3,
,,,-47.55999893E-3,319.99999285E-3,
,,,-47.52000049E-3,319.99999285E-3,
,,,-47.47999832E-3,399.99997616E-3,
,,,-47.43999988E-3,399.99997616E-3,
,,,-47.40000144E-3,399.99997616E-3,
,,,-47.35999927E-3,319.99999285E-3,
,,,-47.32000083E-3,319.99999285E-3,
,,,-47.27999866E-3,319.99999285E-3,
,,,-47.24000022E-3,399.99997616E-3,
,,,-47.19999805E-3,319.99999285E-3,
,,,-47.15999961E-3,399.99997616E-3,
,,,-47.12000117E-3,399.99997616E-3,
,,,-47.07999900E-3,399.99997616E-3,
,,,-47.04000056E-3,319.99999285E-3,
,,,-46.99999839E-3,399.99997616E-3,
,,,-46.95999995E-3,319.99999285E-3,
,,,-46.92000151E-3,319.99999285E-3,
,,,-46.87999934E-3,399.99997616E-3,
,,,-46.84000090E-3,399.99997616E-3,
,,,-46.79999873E-3,399.99997616E-3,
,,,-46.76000029E-3,319.99999285E-3,
,,,-46.71999812E-3,319.99999285E-3,
,,,-46.67999968E-3,399.99997616E-3,
,,,-46.64000124E-3,319.99999285E-3,
,,,-46.59999907E-3,319.99999285E-3,
,,,-46.56000063E-3,319.99999285E-3,
,,,-46.51999846E-3,319.99999285E-3,
,,,-46.48000002E-3,319.99999285E-3,
,,,-46.44000158E-3,399.99997616E-3,
,,,-46.39999941E-3,319.99999285E-3,
,,,-46.36000097E-3,399.99997616E-3,
,,,-46.31999880E-3,319.99999285E-3,
,,,-46.28000036E-3,319.99999285E-3,
,,,-46.23999819E-3,319.99999285E-3,
,,,-46.19999975E-3,319.99999285E-3,
,,,-46.16000131E-3,319.99999285E-3,
,,,-46.11999914E-3,319.99999285E-3,
,,,-46.08000070E-3,399.99997616E-3,
,,,-46.03999853E-3,319.99999285E-3,
,,,-46.00000009E-3,399.99997616E-3,
,,,-45.96000165E-3,319.99999285E-3,
,,,-45.91999948E-3,319.99999285E-3,
,,,-45.88000104E-3,319.99999285E-3,
,,,-45.83999887E-3,399.99997616E-3,
,,,-45.80000043E-3,319.99999285E-3,
,,,-45.75999826E-3,319.99999285E-3,
,,,-45.71999982E-3,319.99999285E-3,
,,,-45.68000138E-3,319.99999285E-3,
,,,-45.63999921E-3,399.99997616E-3,
,,,-45.60000077E-3,319.99999285E-3,
,,,-45.55999860E-3,319.99999285E-3,
,,,-45.52000016E-3,399.99997616E-3,
,,,-45.48000172E-3,399.99997616E-3,
,,,-45.43999955E-3,319.99999285E-3,
,,,-45.40000111E-3,399.99997616E-3,
,,,-45.35999894E-3,319.99999285E-3,
,,,-45.32000050E-3,399.99997616E-3,
,,,-45.27999833E-3,319.99999285E-3,
,,,-45.23999989E-3,319.99999285E-3,
,,,-45.20000145E-3,399.99997616E-3,
,,,-45.15999928E-3,399.99997616E-3,
,,,-45.12000084E-3,319.99999285E-3,
,,,-45.07999867E-3,319.99999285E-3,
,,,-45.04000023E-3,319.99999285E-3,
,,,-44.99999806E-3,319.99999285E-3,
,,,-44.95999962E-3,399.99997616E-3,
,,,-44.92000118E-3,399.99997616E-3,
,,,-44.87999901E-3,399.99997616E-3,
,,,-44.84000057E-3,319.99999285E-3,
,,,-44.79999840E-3,319.99999285E-3,
,,,-44.75999996E-3,319.99999285E-3,
,,,-44.72000152E-3,319.99999285E-3,
,,,-44.67999935E-3,319.99999285E-3,
,,,-44.64000091E-3,399.99997616E-3,
,,,-44.59999874E-3,399.99997616E-3,
,,,-44.56000030E-3,319.99999285E-3,
,,,-44.51999813E-3,319.99999285E-3,
,,,-44.47999969E-3,319.99999285E-3,
,,,-44.44000125E-3,319.99999285E-3,
,,,-44.39999908E-3,399.99997616E-3,
,,,-44.36000064E-3,319.99999285E-3,
,,,-44.31999847E-3,319.99999285E-3,
,,,-44.28000003E-3,399.99997616E-3,
,,,-44.24000159E-3,399.99997616E-3,
,,,-44.19999942E-3,319.99999285E-3,
,,,-44.16000098E-3,319.99999285E-3,
,,,-44.11999881E-3,319.99999285E-3,
,,,-44.08000037E-3,399.99997616E-3,
,,,-44.03999820E-3,319.99999285E-3,
,,,-43.99999976E-3,319.99999285E-3,
,,,-43.96000132E-3,319.99999285E-3,
,,,-43.91999915E-3,399.99997616E-3,
,,,-43.88000071E-3,-6.39999962,
,,,-43.83999854E-3,-5.35999966,
,,,-43.80000010E-3,-3.75999999,
,,,-43.76000166E-3,-2.5599999,
,,,-43.71999949E-3,-1.7600000,
,,,-43.68000105E-3,-1.1999999,
,,,-43.63999888E-3,-799.999952316E-3,
,,,-43.60000044E-3,-560.000002384E-3,
,,,-43.55999827E-3,-399.99997616E-3,
,,,-43.51999983E-3,-239.99999464E-3,
,,,-43.48000139E-3,-159.99999642E-3,
,,,-43.43999922E-3,-79.999998212E-3,
,,,-43.40000078E-3,0.0,
,,,-43.35999861E-3,0.0,
,,,-43.32000017E-3,0.0,
,,,-43.28000173E-3,0.0,
,,,-43.23999956E-3,0.0,
,,,-43.20000112E-3,-79.999998212E-3,
,,,-43.15999895E-3,0.0,
,,,-43.12000051E-3,0.0,
,,,-43.07999834E-3,0.0,
,,,-43.03999990E-3,0.0,
,,,-43.00000146E-3,0.0,
,,,-42.95999929E-3,0.0,
,,,-42.92000085E-3,0.0,
,,,-42.87999868E-3,0.0,
,,,-42.84000024E-3,0.0,
,,,-42.80000180E-3,0.0,
,,,-42.75999963E-3,0.0,
,,,-42.72000119E-3,0.0,
,,,-42.67999902E-3,0.0,
,,,-42.64000058E-3,0.0,
,,,-42.59999841E-3,0.0,
,,,-42.55999997E-3,0.0,
,,,-42.52000153E-3,0.0,
,,,-42.47999936E-3,0.0,
,,,-42.44000092E-3,0.0,
,,,-42.39999875E-3,0.0,
,,,-42.36000031E-3,0.0,
,,,-42.31999815E-3,0.0,
,,,-42.27999970E-3,0.0,
,,,-42.24000126E-3,0.0,
,,,-42.19999909E-3,0.0,
,,,-42.16000065E-3,0.0,
,,,-42.11999848E-3,0.0,
,,,-42.08000004E-3,0.0,
,,,-42.04000160E-3,0.0,
,,,-41.99999943E-3,0.0,
,,,-41.96000099E-3,0.0,
,,,-41.91999882E-3,0.0,
,,,-41.88000038E-3,0.0,
,,,-41.83999822E-3,0.0,
,,,-41.79999977E-3,0.0,
,,,-41.76000133E-3,0.0,
,,,-41.71999916E-3,0.0,
